Transcript/RepeatID (cmd=analyzeRepeats.pl rna hg19 -count pausing -condenseGenes -norm 1e6 -d /research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ Pausing Ratio	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ Promoter Reads (-50,200)	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ GeneBody Reads (200,5000)
NM_001271707	chr3	12598463	12603513	+	250.0	1	MKRN2|HSPC070|RNF62|-|3p25.2|protein-coding	9.541	4.111	6.009
NM_001344	chr14	23053130	23058180	-	250.0	1	DAD1|OST2|-|14q11.2|protein-coding	22.968	11.596	7.274
NM_001348208	chr6_dbb_hap3	688114	693164	+	250.0	7	OR12D1|OR12D1P|hs6M1-19|-|6p22.1|protein-coding	1.000	0.000	0.000
NM_001171170	chr14	37636811	37641861	-	250.0	1	SLC25A21|ODC|ODC1|-|14q13.3|protein-coding	4.665	1.687	4.955
NM_030663	chr1	152850748	152855798	+	250.0	1	SMCP|HSMCSGEN1|MCS|MCSP|-|1q21.3|protein-coding	1.000	0.000	0.000
NR_002185	chr2	71251155	71256205	+	250.0	1	OR7E91P|-|-|2p13.3|pseudo	1.000	0.000	0.000
NM_175040	chr9	130674305	130679355	-	250.0	1	ST6GALNAC4|IV|SIAT3-C|SIAT3C|SIAT7-D|SIAT7D|ST6GALNACIV|ST6GalNAc|-|9q34.11|protein-coding	3.459	1.160	4.639
NM_001366704	chr6	160311970	160317020	+	250.0	1	MAS1|MAS|MGRA|-|6q25.3|protein-coding	1.000	0.000	0.000
NM_001077497	chr6	30524436	30529486	+	250.0	7	PRR3|CAT56|-|6p21.33|protein-coding	1.000	0.000	0.000
NM_005472	chr11	74173600	74178650	-	250.0	1	KCNE3|BRGDA6|HOKPP|HYPP|MiRP2|-|11q13.4|protein-coding	1.000	0.000	0.000
NM_002997	chr2	20419891	20424941	-	250.0	1	SDC1|CD138|SDC|SYND1|syndecan|-|2p24.1|protein-coding	2.578	0.633	3.163
NM_001163213	chr4	1794989	1800039	+	250.0	1	FGFR3|ACH|CD333|CEK2|HSFGFR3EX|JTK4|-|4p16.3|protein-coding	5.357	3.163	9.277
NR_002599	chr8	67832776	67837826	-	250.0	1	SNHG6|HBII-276HG|NCRNA00058|U87HG|-|8q13.1|8q13|ncRNA	2.456	6.747	51.234
NM_080676	chr20	13976112	13981162	+	250.0	1	MACROD2|C20orf133|C2orf133|-|20p12.1|protein-coding	2.344	0.422	2.003
NR_038210	chr8	119633190	119638240	+	250.0	1	SAMD12-AS1|C8orf26|NCRNA00252|-|8q24.12|ncRNA	0.462	0.000	2.952
NM_001256424	chr11	106884202	106889252	-	250.0	1	GUCY1A2|GC-SA2|GUC1A2|-|11q22.3|protein-coding	0.828	0.000	0.527
NM_001004688	chr1	248343238	248348288	+	250.0	1	OR2M2|OR2M2Q|OST423|-|1q44|protein-coding	1.000	0.000	0.000
NM_001288791	chr19	54562151	54567201	-	250.0	1	VSTM1|SIRL-1|SIRL1|UNQ3033|-|19q13.42|protein-coding	0.923	0.000	0.211
NM_080927	chr3	98615539	98620589	-	250.0	1	DCBLD2|CLCP1|ESDN|-|3q12.1|3|protein-coding	7.369	2.741	4.955
NR_037418	chr8	27554284	27559334	-	250.0	1	MIR3622B|-|-|8p21.1|ncRNA	1.000	0.000	0.000
NM_001199279	chr8	42618929	42623979	-	250.0	1	CHRNA6|CHNRA6|-|8p11.21|protein-coding	0.923	0.000	0.211
NR_110616	chr1	23607011	23612061	-	250.0	1	LINC01355|-|-|1p36.12|ncRNA	1.276	0.422	5.798
NM_001039651	chr6	31730723	31735773	+	250.0	6	SAPCD1|C6orf26|NG23|-|6p21.33|protein-coding	1.000	0.000	0.000
NM_001161580	chr3	52183439	52188489	-	250.0	1	POC1A|PIX2|SOFT|WDR51A|-|3p21.2|protein-coding	3.805	1.581	6.114
NM_014079	chr3	126071251	126076301	-	250.0	1	KLF15|KKLF|-|3q21.3|protein-coding	0.945	0.211	4.428
NR_125772	chr13	80140812	80145862	+	250.0	1	LINC01068|-|-|13q31.1|ncRNA	0.923	0.000	0.211
NM_001010919	chr6	116782488	116787538	+	250.0	1	CALHM6|C6orf187|FAM26F|INAM|dJ93H18.5|-|6q22.1|protein-coding	1.000	0.000	0.000
NM_199285	chr19	42806234	42811284	+	250.0	1	PRR19|-|-|19q13.2|protein-coding	1.156	0.211	3.163
NM_006894	chr1	171059996	171065046	+	250.0	1	FMO3|FMOII|TMAU|dJ127D3.1|-|1q24.3|protein-coding	1.800	0.105	0.000
NM_001286416	chr21	46233044	46238094	-	250.0	1	SUMO3|SMT3A|SMT3H1|SUMO-3|Smt3B|-|21q22.3|protein-coding	6.229	2.741	6.325
NM_001097643	chr12	11281843	11286893	-	250.0	1	TAS2R30|T2R30|T2R47|TAS2R47|-|12p13.2|protein-coding	0.771	0.105	3.373
NM_002072	chr9	80641727	80646777	-	250.0	1	GNAQ|CMC1|G-ALPHA-q|GAQ|SWS|-|9q21.2|protein-coding	3.618	1.160	4.322
NR_146900	chr18	5081131	5086181	+	250.0	1	LINC01892|-|-|18p11.31|ncRNA	1.000	0.000	0.000
NM_003564	chr1	159890297	159895347	-	250.0	1	TAGLN2|HA1756|-|1q23.2|protein-coding	12.975	4.428	4.217
NR_120472	chr12	24376155	24381205	+	250.0	1	SOX5-AS1|-|-|12p12.1|ncRNA	0.960	0.000	0.105
NR_138042	chr22	35388905	35393955	-	250.0	1	ISX-AS1|-|-|22q12.3|ncRNA	1.000	0.000	0.000
NM_001288744	chr14	23846205	23851255	+	250.0	1	CMTM5|CKLFSF5|-|14q11.2|protein-coding	1.000	0.000	0.000
NM_001323324	chr10	49514670	49519720	+	250.0	1	MAPK8|JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c|-|10q11.22|protein-coding	5.037	2.108	6.009
NM_001258294	chr20	50174378	50179428	-	250.0	1	NFATC2|NFAT1|NFATP|-|20q13.2|protein-coding	1.728	0.105	0.105
NR_002318	chr15	44033496	44038546	-	250.0	1	CATSPER2P1|-|-|15q15.3|pseudo	3.252	0.422	0.738
NM_001354831	chr11	7036577	7041627	-	250.0	1	ZNF214|BAZ-1|BAZ1|-|11p15.4|protein-coding	8.211	1.581	1.476
NR_030204	chr19	54223300	54228350	+	250.0	1	MIR520D|MIRN520D|-|19q13.42|ncRNA	0.960	0.000	0.105
NM_001322414	chr6	99868184	99873234	-	250.0	1	PNISR|C6orf111|HSPC306|SFRS18|SRrp130|bA98I9.2|-|6q16.2|protein-coding	5.966	3.373	8.750
NM_007036	chr5	54276421	54281471	-	250.0	1	ESM1|endocan|-|5q11.2|protein-coding	1.800	0.105	0.000
NR_132982	chr18	34238381	34243431	-	250.0	1	LOC105372071|-|-|18q12.2|ncRNA	1.137	0.105	1.476
NR_110187	chr3	150036534	150041584	-	250.0	1	LINC01214|-|-|3q25.1|ncRNA	1.000	0.000	0.000
NM_001256648	chr19	22029867	22034917	-	250.0	1	ZNF43|HTF6|KOX27|ZNF39L1|-|19p12|protein-coding	0.960	0.000	0.105
NM_001243730	chr12	53621040	53626090	-	250.0	1	RARG|NR1B3|RARC|-|12q13.13|protein-coding	4.950	0.738	0.843
NM_001346601	chr7	105172478	105177528	+	250.0	1	RINT1|RINT-1|-|7q22.3|protein-coding	9.532	3.584	4.955
NM_020397	chr10	12391496	12396546	+	250.0	1	CAMK1D|CKLiK|CaM-K1|CaMKID|-|10p13|protein-coding	1.733	0.211	1.265
NM_001080401	chr19	46001681	46006731	+	250.0	1	PPM1N|-|-|19q13.32|protein-coding	0.353	0.000	4.639
NM_000772	chr10	96443436	96448486	+	250.0	1	CYP2C18|CPCI|CYP2C|CYP2C17|P450-6B/29C|P450IIC17|-|10q23.33|protein-coding	0.923	0.000	0.211
NM_032313	chr4	57838772	57843822	-	250.0	1	NOA1|C4orf14|MTG3|hAtNOS1|hNOA1|mAtNOS1|-|4q12|protein-coding	2.805	1.054	5.587
NM_001304566	chr12	7818195	7823245	-	250.0	1	APOBEC1|APOBEC-1|BEDP|CDAR1|HEPR|-|12p13.31|protein-coding	0.960	0.000	0.105
NM_018963	chr21	40680558	40685608	-	250.0	1	BRWD1|C21orf107|DCAF19|N143|WDR9|WRD9|-|21q22.2|protein-coding	2.678	1.898	12.018
NM_015966	chr20	34129777	34134827	+	250.0	1	ERGIC3|C20orf47|C2orf47|CGI-54|Erv46|NY-BR-84|PRO0989|SDBCAG84|dJ477O4.2|-|20q11.22|protein-coding	5.600	4.849	14.548
NM_015232	chr12	186492	191542	+	250.0	1	IQSEC3|-|-|12p13.33|protein-coding	1.000	0.000	0.000
NR_146996	chr4	29215864	29220914	+	250.0	1	LINC02472|-|-|4p15.1|ncRNA	1.000	0.000	0.000
NR_104183	chr14	77248067	77253117	-	250.0	1	VASH1-AS1|-|-|14q24.3|ncRNA	1.432	0.843	10.542
NM_015286	chr15	99645236	99650286	+	250.0	1	SYNM|DMN|SYN|-|15q26.3|protein-coding	4.332	0.843	1.792
NM_004898	chr4	56408076	56413126	-	250.0	1	CLOCK|KAT13D|bHLHe8|-|4q12|protein-coding	2.571	1.054	6.325
NM_012345	chr13	45558606	45563656	-	250.0	1	NUFIP1|NUFIP|bA540M5.1|-|13q14.12|protein-coding	8.577	2.741	3.901
NR_103745	chr9	33677216	33682266	+	250.0	1	PTENP1-AS|PTENP1as|PTENpg1-asRNA|-|9p13.3|ncRNA	3.600	0.422	0.422
NM_001363699	chr14	93209972	93215022	-	250.0	1	LGMN|AEP|LGMN1|PRSC1|-|14q32.12|protein-coding	26.021	8.012	3.479
NM_001271036	chr1	161595837	161600887	-	250.0	1	FCGR3B|CD16|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb|-|1q23.3|protein-coding	1.000	0.000	0.000
NM_005514	chr6	31319956	31325006	-	250.0	6	HLA-B|AS|B-4901|HLAB|-|6p21.33|protein-coding	0.324	0.000	5.271
NR_030319	chr7	30329360	30334410	+	250.0	1	MIR550A1|MIR550-1|MIRN550-1|hsa-mir-550a-1|mir-550a-1|-|7p14.3|ncRNA	0.686	0.000	1.160
NR_110051	chr20	52169259	52174309	+	250.0	1	LOC101927770|-|-|20q13.2|ncRNA	0.889	0.000	0.316
NR_026856	chr6	2988151	2993201	+	250.0	1	LINC01011|-|-|6p25.2|ncRNA	0.502	0.105	6.536
NM_014607	chr2	136499375	136504425	+	250.0	1	UBXN4|UBXD2|UBXDC1|erasin|-|2q21.3|protein-coding	6.250	3.163	7.590
NM_001369007	chrX	15867936	15872986	-	250.0	1	AP1S2|DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B|-|Xp22.2|protein-coding	2.585	0.422	1.581
NM_014037	chr19	49823448	49828498	-	250.0	1	SLC6A16|NT5|NTT5|-|19q13.33|protein-coding	0.545	0.000	2.108
NM_002733	chr12	49407559	49412609	-	250.0	1	PRKAG1|AMPKG|-|12q13.12|protein-coding	4.852	2.319	7.169
NM_006252	chr1	57110937	57115987	+	250.0	1	PRKAA2|AMPK|AMPK2|AMPKa2|PRKAA|-|1p32.2|protein-coding	5.400	2.003	5.060
NM_002840	chr1	43996504	44001554	+	250.0	1	PTPRF|BNAH2|LAR|-|1p34.2|protein-coding	13.760	3.268	2.214
NR_033923	chr10	44340704	44345754	+	250.0	1	LINC00619|C10orf136|bA168P8.1|-|10q11.21|ncRNA	1.000	0.000	0.000
NM_001282281	chr17	79890176	79895226	-	250.0	1	PYCR1|ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR|-|17q25.3|protein-coding	0.581	0.949	33.207
NR_027756	chr16	73126198	73131248	+	250.0	1	HCCAT5|FJ222407|HTA|-|16q22.3|ncRNA	0.889	0.000	0.316
NM_001004320	chr7	15596640	15601690	-	250.0	1	AGMO|TMEM195|-|7p21.2|protein-coding	0.828	0.000	0.527
NM_001248007	chr11	6490214	6495264	-	250.0	1	TRIM3|BERP|HAC1|RNF22|RNF97|-|11p15.4|protein-coding	6.230	1.476	2.425
NM_005716	chr19	14601939	14606989	-	250.0	1	GIPC1|C19orf3|GIPC|GLUT1CBP|Hs.6454|IIP-1|NIP|RGS19IP1|SEMCAP|SYNECTIIN|SYNECTIN|TIP-2|-|19p13.12|protein-coding	3.086	1.054	4.849
NR_046798	chr2	70703772	70708822	-	250.0	1	TGFA-IT1|-|-|2p13.3|ncRNA	0.960	0.000	0.105
NR_027374	chr7	104562092	104567142	-	250.0	1	LHFPL3-AS2|-|-|7q22.2-q22.3|ncRNA	0.615	0.000	1.581
NM_001097639	chr19	5846460	5851510	-	250.0	1	FUT3|CD174|FT3B|FucT-III|LE|Les|-|19p13.3|protein-coding	0.923	0.000	0.211
NM_001278593	chr14	74546156	74551206	-	250.0	1	ALDH6A1|MMSADHA|MMSDH|-|14q24.3|protein-coding	5.345	1.160	2.108
NM_003555	chr17	3025845	3030895	-	250.0	1	OR1G1|OR17-130|OR17-209|OR1G2|-|17p13.3|protein-coding	0.923	0.000	0.211
NM_001350599	chr6	97726092	97731142	-	250.0	1	MMS22L|C6orf167|dJ39B17.2|-|6q16.1|protein-coding	7.352	3.057	5.798
NM_152397	chr3	51932369	51937419	-	250.0	1	IQCF1|-|-|3p21.2|protein-coding	1.000	0.000	0.000
NR_002992	chr3	129111191	129116241	-	250.0	1	SNORA7B|ACA7B|-|3q21.3|snoRNA	11.906	6.536	8.223
NM_000603	chr7	150688055	150693105	+	250.0	1	NOS3|ECNOS|eNOS|-|7q36.1|protein-coding	1.000	0.000	0.000
NM_001284301	chr7	36429421	36434471	+	250.0	1	ANLN|FSGS8|Scraps|scra|-|7p14.2|protein-coding	10.154	4.217	5.693
NR_110075	chr7	79998755	80003805	-	250.0	1	LOC101927269|-|-|7q21.11|ncRNA	1.000	0.000	0.000
NM_000033	chrX	152990261	152995311	+	250.0	1	ABCD1|ABC42|ALD|ALDP|AMN|-|Xq28|protein-coding	2.175	0.633	4.217
NM_001130021	chr17	40610846	40615896	+	250.0	1	ATP6V0A1|ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1|-|17q21.2|protein-coding	9.169	3.795	5.693
NR_033440	chr5	102201477	102206527	+	250.0	1	PAM|PAL|PHM|-|5q21.1|protein-coding	7.705	1.476	1.476
NR_157128	chr22	32149955	32155005	+	250.0	1	DEPDC5|DEP.5|FFEVF|FFEVF1|-|22q12.2-q12.3|protein-coding	4.522	1.581	4.744
NR_031733	chrX	113885969	113891019	+	250.0	1	MIR1912|MIRN1912|hsa-mir-1912|mir-1912|-|Xq23|ncRNA	1.000	0.000	0.000
NR_125416	chr8	112034662	112039712	-	250.0	1	LINC01608|-|-|8q23.2|ncRNA	1.000	0.000	0.000
NM_001142398	chr16	1877175	1882225	+	250.0	1	FAHD1|C16orf36|YISKL|-|16p13.3|protein-coding	5.727	2.636	6.747
NM_003571	chr3	133118850	133123900	+	250.0	1	BFSP2|CP47|CP49|CTRCT12|LIFL-L|PHAKOSIN|-|3q22.1|protein-coding	1.000	0.000	0.000
NM_003963	chr17	4675131	4680181	+	250.0	1	TM4SF5|-|-|17p13.2|protein-coding	0.960	0.000	0.105
NR_146979	chr7	102389396	102394446	+	250.0	1	FAM185A|-|-|7q22.1|protein-coding	6.494	1.687	2.846
NM_019077	chr2	234590534	234595584	+	250.0	1	UGT1A7|GNT1|UDPGT|UDPGT 1-7|UGT-1A|UGT-1G|UGT1|UGT1-01|UGT1-07|UGT1.1|UGT1.7|UGT1A|UGT1A1|UGT1G|hUG-BR1|-|2q37.1|protein-coding	1.000	0.000	0.000
NR_159945	chr2	215275728	215280778	+	250.0	1	VWC2L|-|-|2q34-q35|protein-coding	1.000	0.000	0.000
NM_001198952	chr2	86845988	86851038	-	250.0	1	RNF103|HKF-1|KF-1|KF1|ZFP-103|ZFP103|-|2p11.2|protein-coding	2.248	0.843	5.798
NM_001286449	chr15	56657572	56662622	+	250.0	1	TEX9|-|-|15q21.3|protein-coding	13.878	3.373	2.319
NM_001039841	chr15	30918301	30923351	+	250.0	1	ARHGAP11B|B'-T|FAM7B1|GAP (1-8)|-|15q13.2|protein-coding	3.482	0.843	2.846
NM_003283	chr19	55655574	55660624	-	250.0	1	TNNT1|ANM|NEM5|STNT|TNT|TNTS|-|19q13.42|protein-coding	0.545	0.000	2.108
NR_135514	chr21	45670646	45675696	+	250.0	1	LOC105372833|-|-|21q22.3|ncRNA	0.923	0.000	0.211
NM_005250	chr16	86612065	86617115	+	250.0	1	FOXL1|FKH6|FKHL11|FREAC7|-|16q24.1|protein-coding	0.889	0.000	0.316
NR_126023	chr7	143892364	143897414	+	250.0	2	OR2A1-AS1|-|-|7q35|ncRNA	1.000	0.000	0.000
NR_001459	chr14	95996209	96001259	-	250.0	1	SNHG10|C14orf62|LINC00063|NCRNA00063|-|14q32.13|ncRNA	0.062	0.105	70.737
NM_001159642	chr1	151009012	151014062	+	250.0	1	BNIPL|BNIP-S|BNIP-Salpha|BNIP-Sbeta|BNIPL-1|BNIPL-2|BNIPL1|BNIPL2|BNIPS|PP753|-|1q21.3|protein-coding	1.095	0.211	3.479
NR_106911	chr9	35705738	35710788	-	250.0	1	MIR6852|hsa-mir-6852|-|9p13.3|ncRNA	1.188	0.527	8.117
NM_001172630	chr19	36266416	36271466	+	250.0	1	ARHGAP33|NOMA-GAP|SNX26|TCGAP|-|19q13.12|protein-coding	1.774	0.316	2.319
NM_014622	chr11	123986061	123991111	+	250.0	1	VWA5A|BCSC-1|BCSC1|LOH11CR2A|-|11q24.2|protein-coding	0.960	0.000	0.105
NM_153839	chr6	47624158	47629208	+	250.0	1	ADGRF2|GPR111|PGR20|hGPCR35|-|6p12.3|protein-coding	1.000	0.000	0.000
NM_014582	chr9	138437922	138442972	+	250.0	1	OBP2A|LCN13|OBP|OBP2C|OBPIIa|hOBPIIa|-|9q34.3|protein-coding	1.000	0.000	0.000
NM_030811	chr20	3026648	3031698	+	250.0	1	MRPS26|C20orf193|GI008|MRP-S13|MRP-S26|MRPS13|NY-BR-87|RPMS13|dJ534B8.3|-|20p13|protein-coding	2.876	3.690	22.982
NM_001005482	chr3	98001682	98006732	+	250.0	1	OR5H2|OR3-10|-|3q11.2|protein-coding	1.000	0.000	0.000
NR_110658	chr6	46871158	46876208	+	250.0	1	LOC101926962|-|-|6p12.3|ncRNA	1.000	0.000	0.000
NR_046245	chr8	39420581	39425631	+	250.0	1	LOC100130964|-|-|8p11.22|ncRNA	1.000	0.000	0.000
NM_001366508	chr5	98109317	98114367	+	250.0	1	RGMB|DRAGON|-|5q15|protein-coding	3.644	0.949	3.163
NM_181715	chr1	153926088	153931138	-	250.0	1	CRTC2|TORC-2|TORC2|-|1q21.3|protein-coding	3.300	1.898	9.277
NR_040247	chr13	106153030	106158080	-	250.0	1	DAOA-AS1|DAOA-AS|DAOAAS|G30|-|13q33.2|13q34|ncRNA	1.000	0.000	0.000
NR_133571	chr11	100553686	100558736	-	250.0	1	LOC100128386|-|-|11q22.1|ncRNA	1.891	0.211	0.949
NM_019885	chr2	72369991	72375041	-	250.0	1	CYP26B1|CYP26A2|P450RAI-2|P450RAI2|RHFCA|-|2p13.2|protein-coding	0.585	0.000	1.792
NR_134941	chr3	182219912	182224962	-	250.0	1	LINC01995|-|-|3q26.33|ncRNA	1.000	0.000	0.000
NR_073609	chr5	271711	276761	+	250.0	1	PDCD6|ALG-2|ALG2|PEF1B|-|5p15.33|protein-coding	10.412	3.584	4.322
NM_001369500	chr17	36283955	36289005	+	250.0	2	TBC1D3L|-|-|17q12|protein-coding	1.000	0.000	0.000
NR_030631	chrX	135632987	135638037	+	250.0	1	MIR934|MIRN934|hsa-mir-934|mir-934|-|Xq26.3|ncRNA	1.000	0.000	0.000
NR_133928	chr7	130001968	130007018	-	250.0	1	LOC105375504|-|-|7q32.2|ncRNA	1.000	0.000	0.000
NR_147893	chr12	120427598	120432648	+	250.0	1	BICDL1|BICDR-1|BICDR1|CCDC64|CCDC64A|H_267D11.1|-|12q24.23|protein-coding	3.636	0.527	0.949
NR_110265	chr2	66925359	66930409	-	250.0	1	LINC01797|-|-|2p14|ncRNA	0.960	0.000	0.105
NM_014734	chr14	70078263	70083313	+	250.0	1	SUSD6|DRAGO|KIAA0247|-|14q24.1|protein-coding	5.880	1.160	1.687
NM_001135822	chr1	155278607	155283657	+	250.0	1	FDPS|FPPS|FPS|POROK9|-|1q22|protein-coding	2.839	4.217	26.882
NR_026581	chr12	6857307	6862357	-	250.0	1	MLF2|NTN4|-|12p13.31|protein-coding	3.137	3.795	21.506
NR_037456	chr12	95703649	95708699	+	250.0	1	MIR3685|-|-|12q22|ncRNA	1.818	0.527	4.428
NR_033968	chr5	69846150	69851200	-	250.0	2	GUSBP9|-|-|5q13.2|pseudo	1.000	0.000	0.000
NM_005913	chr18	13824098	13829148	+	250.0	1	MC5R|MC2|-|18p11.21|protein-coding	1.000	0.000	0.000
NR_104422	chr12	57639970	57645020	-	250.0	1	STAC3|MYPBB|NAM|-|12q13.3|protein-coding	2.520	0.422	1.687
NM_001317803	chr7	75618913	75623963	-	250.0	1	TMEM120A|NET29|TMPIT|-|7q11.23|protein-coding	4.800	1.160	2.636
NM_001293083	chr2	97308451	97313501	+	250.0	1	FER1L5|-|-|2q11.2|protein-coding	0.960	0.000	0.105
NM_001252511	chr1	179262799	179267849	+	250.0	1	SOAT1|ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT|-|1q25.2|protein-coding	16.303	5.060	3.584
NM_001167577	chr5	135696164	135701214	-	250.0	1	TRPC7|TRP7|-|5q31.1|protein-coding	1.000	0.000	0.000
NM_001031665	chr19	53461134	53466184	-	250.0	1	ZNF816|ZNF816A|-|19q13.41|protein-coding	4.800	0.738	0.949
NM_152548	chr5	94727020	94732070	+	250.0	1	FAM81B|-|-|5q15|protein-coding	1.000	0.000	0.000
NM_001292063	chr11	17568870	17573920	+	250.0	1	OTOG|DFNB18B|MLEMP|OTGN|-|11p15.1|protein-coding	1.309	0.105	0.949
NM_001329730	chr16	50099831	50104881	+	250.0	1	HEATR3|SYO1|-|16q12.1|protein-coding	2.219	1.160	8.644
NR_029844	chr20	57387749	57392799	-	250.0	1	MIR296|MIRN296|miRNA296|mir-296|-|20q13.32|ncRNA	2.205	0.316	1.370
NM_001286433	chr16	447142	452192	+	250.0	1	NME4|NDPK-D|NM23H4|nm23-H4|-|16p13.3|protein-coding	1.493	3.163	39.849
NM_001029864	chr20	36884137	36889187	-	250.0	1	KIAA1755|-|-|20q11.23|protein-coding	1.000	0.000	0.000
NM_001143804	chr17	47303128	47308178	-	250.0	1	PHOSPHO1|-|-|17q21.32|protein-coding	1.835	0.211	1.054
NM_002982	chr17	32582254	32587304	+	250.0	1	CCL2|GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|SCYA2|SMC-CF|-|17q12|protein-coding	1.000	0.000	0.000
NM_019599	chr5	9625463	9630513	-	250.0	1	TAS2R1|T2R1|TRB7|-|5p15.31|protein-coding	1.000	0.000	0.000
NR_148221	chr13	110773999	110779049	+	250.0	1	LOC105370361|-|-|13q34|ncRNA	1.000	0.000	0.000
NM_178470	chrX	125681797	125686847	-	250.0	1	DCAF12L1|KIAA1892L|WDR40B|-|Xq25|protein-coding	1.000	0.000	0.000
NM_018351	chr12	95606243	95611293	-	250.0	1	FGD6|ZFYVE24|-|12q22|protein-coding	4.094	0.633	1.054
NM_001306090	chr4	5712878	5717928	+	250.0	1	EVC|DWF-1|EVC1|EVCL|-|4p16.2|protein-coding	3.168	0.738	2.741
NM_173701	chr14	100837664	100842714	-	250.0	1	WARS|GAMMA-2|HMN9|IFI53|IFP53|-|14q32.2|protein-coding	1.149	0.316	4.955
NM_021947	chr17	2207194	2212244	+	250.0	1	SRR|ILV1|ISO1|-|17p13.3|protein-coding	3.130	1.054	4.744
NR_131222	chr16	11917689	11922739	-	250.0	1	BCAR4|-|-|16p13.13|ncRNA	1.000	0.000	0.000
NM_001130034	chr11	73358649	73363699	+	250.0	1	PLEKHB1|KPL1|PHR1|PHRET1|-|11q13.4|protein-coding	2.152	0.211	0.527
NM_018555	chr19	54024218	54029268	+	250.0	1	ZNF331|RITA|ZNF361|ZNF463|-|19q13.42|protein-coding	1.662	0.105	0.211
NR_134898	chr2	74153957	74159007	+	250.0	1	DGUOK|MTDPS3|NCPH|PEOB4|dGK|-|2p13.1|protein-coding	5.543	2.425	6.325
NR_033684	chr12	120884197	120889247	+	250.0	1	GATC|15E1.2|-|12q24.31|protein-coding	5.819	4.533	12.861
NM_001164839	chr3	10144939	10149989	-	250.0	1	FANCD2OS|C3orf24|-|3p25.3|protein-coding	1.575	0.422	4.217
NR_147193	chr19	46271004	46276054	+	250.0	1	DM1-AS|-|-|19q13.32|ncRNA	0.512	0.422	18.238
NM_016230	chr6	84569358	84574408	+	250.0	1	CYB5R4|NCB5OR|cb5/cb5R|dJ676J13.1|-|6q14.2|protein-coding	6.695	1.265	1.476
NM_001098814	chr16	4287081	4292131	-	250.0	1	SRL|SAR|-|16p13.3|protein-coding	0.889	0.000	0.316
NM_000458	chr17	36100050	36105100	-	250.0	1	HNF1B|FJHN|HNF-1-beta|HNF-1B|HNF1beta|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1|-|17q12|protein-coding	1.000	0.000	0.000
NM_001207	chr5	72794200	72799250	+	250.0	1	BTF3|BETA-NAC|BTF3a|BTF3b|NACB|-|5q13.2|protein-coding	15.417	12.650	13.388
NM_001368324	chr1	121107102	121112152	+	250.0	1	SRGAP2B|SRGAP2L|SRGAP2P2|-|1q21.1|protein-coding	0.889	0.000	0.316
NR_029491	chrX	133298796	133303846	-	250.0	1	MIR19B2|MIRN19B2|miR-19b-2|-|Xq26.2|ncRNA	0.727	0.000	0.949
NM_002155	chr1	161494280	161499330	+	250.0	1	HSPA6|HSP70B'|-|1q23.3|protein-coding	1.000	0.000	0.000
NM_001366536	chr14	89290945	89295995	+	250.0	1	TTC8|BBS8|RP51|-|14q31.3|protein-coding	4.105	1.581	5.482
NM_017620	chr19	10764887	10769937	+	250.0	1	ILF3|CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|MPP4110|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NF90c|NF90ctv|NFAR|NFAR-1|NFAR-2|NFAR110|NFAR2|NFAR90|TCP110|TCP80|-|19p13.2|protein-coding	5.648	8.117	25.512
NM_001369504	chr19	5833803	5838853	-	250.0	1	FUT6|FCT3A|FT1A|Fuc-TVI|FucT-VI|-|19p13.3|protein-coding	1.000	0.000	0.000
NM_001347994	chr19	16841953	16847003	+	250.0	1	NWD1|-|-|19p13.11|protein-coding	1.000	0.000	0.000
NM_001348714	chr3	58291922	58296972	+	250.0	1	HTD2|-|-|3p14.3|protein-coding	4.110	3.795	15.813
NR_160533	chr1	144285327	144290377	-	250.0	2	LOC105369199|-|-|1p11.2|pseudo	1.000	0.000	0.000
NR_134909	chr19	11314254	11319304	+	250.0	1	LOC105372273|-|-|19p13.2|ncRNA	1.224	0.211	2.846
NM_014828	chr14	21945304	21950354	+	250.0	1	TOX4|C14orf92|KIAA0737|LCP1|MIG7|-|14q11.2|protein-coding	5.914	1.687	3.373
NM_002864	chr12	9355991	9361041	-	250.0	1	PZP|CPAMD6|-|12p13.31|protein-coding	1.000	0.000	0.000
